country_name,country,year,region,wb_inc,ndp_usd,ETR_L,ETR_K,Tau_L,Tau_K,Lsh_ndp,Ksh_ndp,pct_tax,pct_1000,pct_1100,pct_1200,pct_2000,pct_4000,pct_5000,pct_6000,source_tax,source_sna
Bahamas,BHS,1997,Latin America & Caribbean,High income,9093849088,.024121447,.10384378,.016700048,.031949408,.69233197,.307668,.11600912,0,0,0,.014083697,.02694398,.074146144,.00083530659,OECD,composite
Bahamas,BHS,1998,Latin America & Caribbean,High income,9529867264,.024187878,.10701043,.016744809,.03292913,.69228107,.30771887,.11774355,0,0,0,.014061862,.027653039,.075544521,.00048413491,OECD,composite
Bahamas,BHS,1999,Latin America & Caribbean,High income,10134843392,.024746653,.10449329,.017093662,.032314926,.69074643,.3092536,.11321382,0,0,0,.014375584,.027176501,.071661733,0,OECD,composite
Bahamas,BHS,2000,Latin America & Caribbean,High income,10504552448,.02632248,.10604266,.018179147,.032806214,.69063199,.30936807,.12587723,0,0,0,.015260221,.0275387,.080319524,.0027587819,OECD,composite
Bahamas,BHS,2001,Latin America & Caribbean,High income,10794816512,.025289034,.11083603,.017470725,.034265857,.69084191,.30915812,.12260987,0,0,0,.014634531,.028703144,.075191632,.004080568,OECD,composite
Bahamas,BHS,2002,Latin America & Caribbean,High income,11087127552,.025313169,.092921145,.017497981,.028688479,.69125998,.30874005,.10542756,0,0,0,.014608801,.023951579,.066726394,.00014079758,OECD,composite
Bahamas,BHS,2003,Latin America & Caribbean,High income,10921055232,.025465265,.099575654,.017632592,.030627742,.69241738,.30758265,.11111078,0,0,0,.014726826,.025580438,.070245884,.00055762584,OECD,composite
Bahamas,BHS,2004,Latin America & Caribbean,High income,10982481920,.025700126,.10427924,.017805647,.032032147,.69282335,.30717665,.11169645,0,0,0,.014884244,.026776578,.06957411,.00046151594,OECD,composite
Bahamas,BHS,2005,Latin America & Caribbean,High income,11401266176,.025544653,.12771034,.017689209,.039273247,.69248188,.30751815,.11339162,0,0,0,.014772739,.032798156,.065820724,0,OECD,composite
Bahamas,BHS,2006,Latin America & Caribbean,High income,11638112256,.027239557,.14445156,.018868074,.044394035,.69267184,.30732819,.12918971,0,0,0,.015742425,.037039805,.072917253,.0034902296,OECD,composite
Bahamas,BHS,2007,Latin America & Caribbean,High income,11838488576,.027137058,.17726761,.018802216,.054445755,.69286126,.30713877,.13512011,0,0,0,.015682524,.045412034,.072282463,.0017430744,OECD,composite
Bahamas,BHS,2008,Latin America & Caribbean,High income,11512474624,.027307963,.19165614,.018947816,.058674239,.69385678,.30614328,.14301838,0,0,0,.015859371,.049110491,.077000327,.0010481945,OECD,composite
Bahamas,BHS,2009,Latin America & Caribbean,High income,11024229376,.029642332,.12508573,.020637987,.037996847,.69623357,.30376646,.13666393,0,0,0,.01724432,.031748727,.084791303,.0028795903,OECD,composite
Bahamas,BHS,2010,Latin America & Caribbean,High income,11189706752,.030737426,.11332437,.021408049,.034396045,.69648153,.3035185,.13398771,0,0,0,.017867059,.02870678,.080983192,.0064306697,OECD,composite
Bahamas,BHS,2011,Latin America & Caribbean,High income,11267440640,.034989636,.15440406,.024373868,.046845809,.69660252,.30339751,.1560235,0,0,0,.020356011,.039123613,.096200526,.00034335081,OECD,composite
Bahamas,BHS,2012,Latin America & Caribbean,High income,11693889536,.034865133,.11272477,.024262037,.03428157,.69588256,.30411747,.14566921,0,0,0,.020245055,.028605688,.096818469,0,OECD,composite
Bahamas,BHS,2013,Latin America & Caribbean,High income,11303549952,.040069651,.11808077,.027950883,.035712656,.69755745,.30244261,.14543968,0,0,0,.023303483,.029774703,.092361495,0,OECD,composite
Bahamas,BHS,2014,Latin America & Caribbean,High income,11332550656,.041624788,.10547811,.029068353,.031818271,.69834238,.30165759,.14515674,0,0,0,.02416165,.026447384,.094547704,0,OECD,composite
Bahamas,BHS,2015,Latin America & Caribbean,High income,11411698688,.041105073,.10881992,.028705336,.032826561,.69834048,.30165949,.15872017,0,0,0,.023874281,.027301913,.10754398,0,OECD,composite
Bahamas,BHS,2016,Latin America & Caribbean,High income,11471013888,.040067676,.073329166,.02799115,.022101648,.69859678,.30140325,.1716736,0,0,0,.023269426,.018373404,.13003075,0,OECD,composite
Bahamas,BHS,2017,Latin America & Caribbean,High income,11481909248,.048687529,.082062587,.034007281,.024743484,.69848031,.30151966,.18825142,0,0,0,.028342234,.020621631,.13928756,0,OECD,composite
Bahamas,BHS,2018,Latin America & Caribbean,High income,11676260352,.047760475,.082349047,.033393312,.024771994,.69918299,.30081701,.18283448,0,0,0,.027682388,.020535488,.1346166,0,OECD,composite
Bosnia and Herzegovina,BIH,1999,Asia,Upper middle income,9329127424,.30897796,.085052311,.19526935,.031300552,.63198471,.36801532,.41004425,.035189137,.016717827,.01847131,.16263567,.0063614254,.20585804,0,ICTD,composite
Bosnia and Herzegovina,BIH,2000,Asia,Upper middle income,9763992576,.31730276,.093449816,.2005962,.034371614,.63219178,.36780825,.41443959,.039297961,.018669868,.020628097,.16494374,.0064123943,.20378546,0,ICTD,composite
Bosnia and Herzegovina,BIH,2001,Asia,Upper middle income,10143313920,.29970044,.079776496,.18899202,.029469192,.63060308,.36939692,.40041715,.032142285,.015270313,.016871972,.15692365,.0064441883,.20490706,0,ICTD,composite
Bosnia and Herzegovina,BIH,2002,Asia,Upper middle income,10664516608,.28208596,.074921548,.17727056,.027838791,.62842745,.37157255,.38827574,.029742971,.014130435,.015612535,.14694557,.0064540957,.20512505,8.0414520e-06,ICTD,composite
Bosnia and Herzegovina,BIH,2003,Asia,Upper middle income,11065362432,.30661142,.073264547,.19221517,.027334889,.62690157,.37309846,.41173559,.028961143,.013758999,.015202141,.16024606,.0064691007,.21605931,0,ICTD,composite
Bosnia and Herzegovina,BIH,2004,Asia,Upper middle income,11739555840,.31155145,.072469227,.19437428,.027256301,.62389141,.37610862,.40705743,.028846525,.013704549,.015141978,.16179489,.0064695431,.20994642,4.7094426e-09,ICTD,composite
Bosnia and Herzegovina,BIH,2005,Asia,Upper middle income,12802777088,.29370487,.03557355,.18166968,.013569707,.618545,.38145497,.39833966,.0091324486,.0043386882,.0047937604,.15777764,.0064518936,.22292607,.002051631,ICTD,composite
Bosnia and Herzegovina,BIH,2006,Asia,Upper middle income,13486942208,.31506014,.032813679,.19404428,.012603868,.61589599,.38410407,.43271482,.01045926,.0049690362,.0054902239,.16789772,.0047755996,.24833623,.0012460598,ICTD,composite
Bosnia and Herzegovina,BIH,2007,Asia,Upper middle income,14289940480,.31203109,.043462336,.19099365,.016859123,.61209816,.3879019,.4328548,.01558251,.0074030152,.008179496,.16304067,.0054387506,.24757655,.0012163708,ICTD,composite
Bosnia and Herzegovina,BIH,2008,Asia,Upper middle income,15097297920,.34339684,.043329936,.20871888,.016993714,.60780662,.39219341,.42649981,.012556453,.0037430525,.0088134008,.18179323,.0055978321,.22496361,.0015887008,ICTD,composite
Bosnia and Herzegovina,BIH,2009,Asia,Upper middle income,14552604672,.3396976,.055047072,.20714946,.021479068,.60980546,.39019457,.40884465,.02492982,.012409549,.012520267,.17334734,.004354435,.20564863,.00056437962,ICTD,composite
Bosnia and Herzegovina,BIH,2010,Asia,Upper middle income,14656596992,.3460122,.055141844,.21120599,.021483243,.61040038,.38959965,.42051768,.03210219,.020602198,.011499989,.1696189,.0038772165,.21459956,.0003197972,ICTD,composite
Bosnia and Herzegovina,BIH,2011,Asia,Upper middle income,14789758976,.35761091,.056157347,.2180101,.02192218,.60962933,.39037067,.43312743,.034200799,.021949122,.012251675,.1742353,.00327263,.22000587,.0014128258,ICTD,composite
Bosnia and Herzegovina,BIH,2012,Asia,Upper middle income,14652743680,.36054525,.058039352,.21966025,.022679189,.60924464,.39075539,.43508837,.035307948,.022763796,.012544151,.17498706,.0035153441,.22032504,.00095296011,ICTD,composite
Bosnia and Herzegovina,BIH,2013,Asia,Upper middle income,15010822144,.3603442,.05914491,.21839224,.023299217,.60606563,.39393443,.42368749,.035017751,.02238632,.01263143,.1741668,.0041390923,.20953311,.00083070138,ICTD,composite
Bosnia and Herzegovina,BIH,2014,Asia,Upper middle income,15161625600,.3623507,.058509957,.21911474,.023128785,.60470349,.39529657,.42707685,.033842646,.021083429,.012759219,.17564264,.0040964112,.2123455,.0011496682,ICTD,composite
Bosnia and Herzegovina,BIH,2015,Asia,Upper middle income,15634051072,.35590345,.060137291,.2141688,.023949018,.60176098,.39823905,.4258413,.034657333,.020953575,.013703754,.1712022,.003963646,.21489881,.0011193675,ICTD,composite
Bosnia and Herzegovina,BIH,2016,Asia,Upper middle income,16122141696,.35334834,.069709316,.2117904,.027926855,.59938133,.4006187,.42480314,.037212376,.020522278,.016690096,.16916451,.0045845695,.21221514,.0016265139,ICTD,composite
Bosnia and Herzegovina,BIH,2017,Asia,Upper middle income,16433742848,.35930124,.078515731,.21481045,.031574622,.5978561,.4021439,.42909646,.041498374,.021312494,.020185882,.1709204,.0041850442,.21092755,.0015650828,ICTD,composite
Bosnia and Herzegovina,BIH,2018,Asia,Upper middle income,17024565248,.36089268,.080402181,.21474224,.032560412,.59503073,.40496927,.431299,.042454585,.021185225,.021269362,.17081529,.0040552528,.21274449,.0012293856,ICTD,composite
Belarus,BLR,1993,Asia,Upper middle income,20337799168,.28422797,.60311669,.19653927,.18607073,.69148463,.30851531,.40669674,.19183809,.043483302,.1483548,.13940234,.0063946033,.067782797,.0012789207,ICTD,composite
Belarus,BLR,1994,Asia,Upper middle income,18197219328,.24959952,.58587629,.17168915,.18287629,.68785852,.31214148,.36031935,.17425565,.034061603,.14019404,.11933786,.0072664744,.058201663,.0012576589,ICTD,SNA2008
Belarus,BLR,1995,Asia,Upper middle income,16907892736,.28251183,.41545361,.19234082,.13260284,.68082398,.31917605,.30743346,.1283766,.039003275,.089373343,.13030778,.012027178,.034050323,.0026715945,ICTD,SNA2008
Belarus,BLR,1996,Asia,Upper middle income,17444366336,.27317005,.28768378,.19007783,.087506972,.69582236,.30417764,.27130699,.089588843,.038306266,.05128257,.12624504,.011631356,.041021079,.0028206662,ICTD,SNA2008
Belarus,BLR,1997,Asia,Upper middle income,19653345280,.29571879,.31592777,.19913913,.10317979,.67340708,.32659298,.28875166,.097415052,.040271647,.057143405,.12620007,.015680425,.047057379,.002398751,ICTD,SNA2008
Belarus,BLR,1998,Asia,Upper middle income,21346213888,.28906465,.3749868,.20948507,.10323398,.72469974,.27530029,.29146382,.10357439,.047310639,.056263752,.1280666,.015158005,.044664826,0,ICTD,SNA2008
Belarus,BLR,1999,Asia,Upper middle income,21893537792,.28619677,.366898,.20479389,.10435671,.71557021,.28442976,.2853139,.11113555,.044451319,.066684239,.12793896,.0070891962,.039150223,0,ICTD,SNA2008
Belarus,BLR,2000,Asia,Upper middle income,23056123904,.27918041,.36621463,.20178735,.10152026,.72278476,.27721518,.37415308,.099667124,.039586112,.060081013,.12746421,.011762649,.13525909,0,ICTD,SNA2008
Belarus,BLR,2001,Asia,Upper middle income,23969280000,.27121261,.43892348,.20906596,.10057656,.77085632,.22914374,.37705943,.099352203,.04302682,.056325391,.13405164,.016039135,.12761645,0,ICTD,SNA2008
Belarus,BLR,2002,Asia,Upper middle income,24973848576,.2800079,.38369423,.21651977,.086997613,.7732631,.22673683,.36290148,.085263759,.042472508,.042791251,.13674627,.017478168,.12341326,0,ICTD,SNA2008
Belarus,BLR,2003,Asia,Upper middle income,26564409344,.28701273,.37081522,.21710789,.090315759,.75643998,.24356002,.52296895,.074186064,.035704762,.038481295,.13656771,.023524214,.26078558,.027905397,ICTD,SNA2008
Belarus,BLR,2004,Asia,Upper middle income,29623109632,.2873593,.39148512,.2156385,.097709119,.75041425,.24958578,.52121335,.08263588,.035840202,.046795692,.13800335,.022523468,.25037214,.027678555,ICTD,SNA2008
Belarus,BLR,2005,Asia,Upper middle income,32268695552,.2870414,.46328247,.22370857,.1022187,.77935994,.22064012,.53881091,.089317009,.037198562,.052118443,.14315295,.020857979,.25026354,.035219461,ICTD,SNA2008
Belarus,BLR,2006,Asia,Upper middle income,35401154560,.29549944,.42712379,.22805989,.097479187,.77177769,.22822234,.54127914,.091816783,.039586268,.052230511,.14890538,.018956225,.25102666,.030574068,ICTD,SNA2008
Belarus,BLR,2007,Asia,Upper middle income,38297264128,.28808495,.38133028,.21566309,.095862873,.74860936,.25139067,.55678082,.09136083,.040132061,.051228777,.13777065,.018593267,.28537193,.023684118,ICTD,SNA2008
Belarus,BLR,2008,Asia,Upper middle income,42301927424,.29496214,.37382287,.2100012,.10767598,.71195984,.28804013,.57940412,.10217409,.040920902,.061253179,.13252763,.018327657,.2867732,.039601572,ICTD,SNA2008
Belarus,BLR,2009,Asia,Upper middle income,41682219008,.28553802,.32200667,.21395171,.080729254,.74929327,.25070676,.5012843,.084542274,.039852012,.044690266,.1386939,.01427967,.24699765,.016770793,ICTD,SNA2008
Belarus,BLR,2010,Asia,Upper middle income,45108412416,.27645186,.33680534,.2122978,.078159839,.76793772,.23206234,.46865216,.086404689,.041387983,.045016713,.14068449,.013521512,.21230669,.015734777,ICTD,SNA2008
Belarus,BLR,2011,Asia,Upper middle income,47618105344,.28253266,.15537922,.17935956,.056740191,.63482767,.36517233,.41448763,.075142764,.04341767,.031725097,.11658529,.010318737,.203978,.0084628053,ICTD,SNA2008
Belarus,BLR,2012,Asia,Upper middle income,48270069760,.28468463,.24023442,.19350468,.076943271,.67971593,.32028413,.44071883,.090684332,.044011798,.046672534,.12629475,.011819635,.20332752,.0085925683,ICTD,SNA2008
Belarus,BLR,2013,Asia,Upper middle income,48692080640,.2772764,.36036456,.2184864,.076406904,.78797334,.21202669,.44928512,.093235053,.050273627,.042961437,.14210898,.014138481,.197456,.0023466288,ICTD,SNA2008
Belarus,BLR,2014,Asia,Upper middle income,49696583680,.28161705,.28745115,.21676546,.066195101,.7697171,.23028296,.43253148,.083054818,.049587376,.033467438,.14046957,.014861968,.1924959,.0016492101,ICTD,SNA2008
Belarus,BLR,2015,Asia,Upper middle income,47367852032,.28730845,.28954062,.21732488,.0705273,.75641656,.24358344,.44700468,.085034713,.051710628,.033324085,.13574533,.017236207,.2075371,.0014513098,ICTD,SNA2008
Belarus,BLR,2016,Asia,Upper middle income,45892100096,.28934959,.32151023,.21952486,.077585608,.75868386,.24131614,.4518263,.086578876,.052418098,.034160778,.13432191,.021196237,.2077473,.0019820151,ICTD,SNA2008
Belarus,BLR,2017,Asia,Upper middle income,47305576448,.2831732,.31899002,.21302347,.079022549,.75227267,.24772735,.43463388,.089430742,.051579386,.037851352,.13082263,.019204983,.19345684,.0017186751,ICTD,SNA2008
Belarus,BLR,2018,Asia,Upper middle income,48991977472,.28568968,.33642063,.2199416,.077423215,.76986188,.23013814,.44558239,.089391068,.052797668,.036593396,.13204311,.01776622,.20500872,.0013733011,ICTD,SNA2008
Belize,BLZ,1982,Latin America & Caribbean,Upper middle income,305624352,.062515453,.1305455,.042612042,.041562535,.68162417,.31837586,.23649822,.063328356,.043554112,.019774236,.0058912444,.0026426592,.14138398,.023251992,Archives,composite
Belize,BLZ,1983,Latin America & Caribbean,Upper middle income,298021984,.054540209,.11677375,.037353065,.036798678,.68487203,.315128,.23045009,.051982358,.035750899,.016231457,.007064885,.0046575102,.14380834,.02293702,Archives,composite
Belize,BLZ,1984,Latin America & Caribbean,Upper middle income,306316000,.066575788,.13262789,.045813579,.041361097,.68814176,.31185821,.24647021,.063318133,.04354709,.019771047,.0081528854,.0020457783,.16876662,.004186776,Archives,composite
Belize,BLZ,1985,Latin America & Caribbean,Upper middle income,308864960,.072177358,.11478184,.049678903,.035778731,.68828928,.31171072,.25316179,.059561115,.046458714,.013102395,.0093132667,.003089088,.17757595,.0036223929,Archives,composite
Belize,BLZ,1986,Latin America & Caribbean,Upper middle income,325413056,.071412727,.12338696,.048860803,.038965233,.68420303,.315797,.26379511,.060550187,.043959018,.016591169,.010377835,.0030365093,.18555766,.0042729033,Archives,composite
Belize,BLZ,1987,Latin America & Caribbean,Upper middle income,360721568,.071157709,.1329314,.048440192,.042439137,.68074411,.31925592,.27610719,.061937369,.041776646,.020160723,.011502766,.0030047949,.19471587,.0049463995,Archives,composite
Belize,BLZ,1988,Latin America & Caribbean,Upper middle income,397405056,.072784506,.14460827,.049219813,.046818338,.67624027,.32375973,.2876932,.063167863,.039502621,.02366524,.012594691,.0029659236,.20335987,.0056048497,Archives,composite
Belize,BLZ,1989,Latin America & Caribbean,Upper middle income,454134080,.06610743,.14129159,.044257157,.04670066,.66947323,.33052683,.27601582,.05866649,.032016002,.026650485,.013574455,.00247778,.19296512,.0083319657,Archives,composite
Belize,BLZ,1990,Latin America & Caribbean,Upper middle income,506910400,.069854423,.28562629,.046368808,.096029818,.66379201,.3362079,.25720859,.053814527,.033023957,.020790566,.014670261,.049481835,.13924196,0,OECD,composite
Belize,BLZ,1991,Latin America & Caribbean,Upper middle income,560839104,.069952667,.27403194,.046061125,.09359251,.65846133,.3415387,.25363222,.051639631,.029725788,.021913845,.016163986,.046618436,.13921016,0,OECD,composite
Belize,BLZ,1992,Latin America & Caribbean,Upper middle income,630584256,.068060152,.24735714,.044412225,.085945778,.65254372,.34745622,.23073587,.049648862,.028424261,.021224599,.015537444,.041600212,.12394936,0,OECD,composite
Belize,BLZ,1993,Latin America & Caribbean,Upper middle income,674653056,.079740092,.25415492,.051766574,.089159749,.64919132,.35080868,.24007861,.060739122,.036583923,.024155196,.015191135,.038880281,.12526807,0,OECD,composite
Belize,BLZ,1994,Latin America & Caribbean,Upper middle income,699918016,.078845724,.26146287,.051171307,.091772027,.64900547,.3509945,.2366133,.059723988,.036035359,.023688629,.014842292,.041161019,.12088598,0,OECD,composite
Belize,BLZ,1995,Latin America & Caribbean,Upper middle income,699141056,.061490078,.26783285,.039984137,.093673609,.65025347,.34974653,.22529645,.053316187,.024611263,.028704925,.014260377,.040660352,.11705954,0,OECD,composite
Belize,BLZ,1996,Latin America & Caribbean,Upper middle income,719420672,.06119917,.12749238,.039829616,.044517856,.65081954,.34918052,.2297947,.045397971,.025618192,.019779777,.013335449,.0094091902,.1616521,0,OECD,composite
Belize,BLZ,1997,Latin America & Caribbean,Upper middle income,745951168,.063665546,.11387919,.041410912,.039807085,.65044463,.3495554,.22985421,.044599935,.026784608,.017815329,.013757635,.0072866697,.16420996,0,OECD,composite
Belize,BLZ,1998,Latin America & Caribbean,Upper middle income,779944320,.055574521,.15771942,.036171786,.055064589,.65086997,.34913006,.23195127,.051946737,.021284502,.030662242,.013481575,.0080588544,.15846409,0,OECD,composite
Belize,BLZ,1999,Latin America & Caribbean,Upper middle income,817985536,.044017371,.18346734,.028657228,.064022116,.65104359,.34895647,.22025563,.051383063,.013159563,.038223501,.013327029,.0096802786,.14586525,0,OECD,composite
Belize,BLZ,2000,Latin America & Caribbean,Upper middle income,923196480,.046013195,.18998393,.030394649,.064487435,.66056377,.33943626,.22397427,.053542133,.01531061,.038231522,.012938634,.0093514826,.14814202,0,OECD,composite
Belize,BLZ,2001,Latin America & Caribbean,Upper middle income,968261184,.061770041,.191707,.040806737,.065060861,.66062343,.33937657,.24305998,.051660009,.015520312,.036139693,.02095538,.011606636,.15883793,0,OECD,composite
Belize,BLZ,2002,Latin America & Caribbean,Upper middle income,1017485568,.063471623,.18292932,.041781168,.062513292,.65826535,.34173468,.25400633,.049549472,.015087131,.03446234,.022071986,.011496664,.17088822,0,OECD,composite
Belize,BLZ,2003,Latin America & Caribbean,Upper middle income,1112609536,.071955994,.20149015,.047168747,.069408901,.65552211,.34447789,.26267889,.055119701,.017476661,.037643041,.024245335,.012825568,.17048827,0,OECD,composite
Belize,BLZ,2004,Latin America & Caribbean,Upper middle income,1164100608,.077253915,.19449979,.050676968,.066911958,.65597928,.34402072,.2548244,.055278927,.01867738,.036601547,.025862949,.011224212,.16245829,0,OECD,composite
Belize,BLZ,2005,Latin America & Caribbean,Upper middle income,1191137408,.07983876,.25065932,.052345291,.086317666,.65563756,.34436247,.26100978,.068238035,.019623365,.048614666,.026539238,.014352747,.15187977,0,OECD,composite
Belize,BLZ,2006,Latin America & Caribbean,Upper middle income,1246850944,.075284168,.24320006,.049229879,.084166512,.65392071,.34607932,.26417097,.066576615,.019341152,.047235463,.024274684,.014168468,.15915118,0,OECD,composite
Belize,BLZ,2007,Latin America & Caribbean,Upper middle income,1256365952,.079418615,.29779428,.052241255,.10190638,.65779608,.34220394,.29772019,.082191959,.022441942,.059750013,.024095256,.014115582,.17731743,0,OECD,composite
Belize,BLZ,2008,Latin America & Caribbean,Upper middle income,1284857088,.081833139,.29338545,.053818092,.10043862,.65765643,.3423436,.28566533,.084010445,.022935834,.061074615,.025014035,.011630819,.16501002,0,OECD,composite
Belize,BLZ,2009,Latin America & Caribbean,Upper middle income,1294062080,.088349074,.31270257,.057855669,.10792829,.65485317,.34514681,.29817957,.094126612,.025727764,.068398848,.026653742,.010724075,.16667514,0,OECD,composite
Belize,BLZ,2010,Latin America & Caribbean,Upper middle income,1335107712,.085262381,.3694675,.056074172,.12648128,.65766603,.34233397,.31991789,.10737278,.02404828,.083324514,.026086174,.0097726407,.1766863,0,OECD,composite
Belize,BLZ,2011,Latin America & Caribbean,Upper middle income,1357110784,.080204733,.35133731,.052415095,.12173269,.65351623,.3464838,.30439842,.10314213,.022256287,.080885835,.025083698,.010518085,.16565453,0,OECD,composite
Belize,BLZ,2012,Latin America & Caribbean,Upper middle income,1402380416,.085171819,.30208501,.055736002,.10440212,.65439487,.34560511,.30387542,.09101519,.025273819,.065741375,.025260899,.010639918,.1769594,0,OECD,composite
Belize,BLZ,2013,Latin America & Caribbean,Upper middle income,1417487104,.085783057,.30950573,.056176517,.10682056,.65486729,.34513274,.30946755,.092423849,.025955252,.066468604,.025184454,.011779437,.1800798,0,OECD,composite
Belize,BLZ,2014,Latin America & Caribbean,Upper middle income,1475326848,.091706738,.3208251,.060028121,.11082388,.65456611,.34543392,.33053917,.097121149,.029117951,.0680032,.025687071,.012301778,.19542918,0,OECD,composite
Belize,BLZ,2015,Latin America & Caribbean,Upper middle income,1538346752,.094817571,.27166799,.06163184,.095082618,.65000439,.34999567,.32296452,.086777821,.030262077,.056515731,.026388709,.0118822,.19791584,0,OECD,composite
Belize,BLZ,2016,Latin America & Caribbean,Upper middle income,1524481408,.095691167,.26696026,.062464949,.092694856,.65277654,.34722343,.33392996,.086632349,.030907426,.055724923,.026608881,.010437637,.21025111,0,OECD,composite
Belize,BLZ,2017,Latin America & Caribbean,Upper middle income,1540336640,.096805923,.26996362,.063498855,.092883751,.65593976,.34406024,.33985099,.086626001,.0316175,.055008501,.026631117,.010464377,.21612948,0,OECD,composite
Belize,BLZ,2018,Latin America & Caribbean,Upper middle income,1577972864,.10329165,.29032284,.066392206,.10371364,.64276451,.35723555,.36352441,.09146896,.032994151,.058474798,.027700013,.01483128,.22952414,0,OECD,composite
Bolivia,BOL,1965,Latin America & Caribbean,Developing countries,6137934336,.052668925,.14517762,.032456499,.055713918,.61623621,.38376382,.13664141,.054152377,.016833937,.037318438,.018068284,.008874556,.046999961,.0085462229,Archives,SNA1968
Bolivia,BOL,1966,Latin America & Caribbean,Developing countries,6589934080,.050402187,.11015221,.03084158,.042749021,.61190957,.38809046,.12782817,.039705858,.014753852,.024952002,.017823534,.0096418113,.051922377,.0087345857,Archives,SNA1968
Bolivia,BOL,1967,Latin America & Caribbean,Developing countries,7019256320,.050225642,.12932867,.030369006,.051129911,.60465145,.39534861,.12512897,.047447678,.013992191,.033455484,.018108161,.0093244389,.04268771,.0075609833,Archives,SNA1968
Bolivia,BOL,1968,Latin America & Caribbean,Developing countries,7636102144,.055788394,.13030584,.033439733,.052200131,.59940302,.40059701,.12908381,.049898416,.016270211,.033628203,.019544149,.0097782649,.041448392,.0084145973,Archives,SNA1968
Bolivia,BOL,1969,Latin America & Caribbean,Developing countries,7988367872,.059851352,.12461742,.036019966,.049619697,.60182375,.39817625,.12995405,.048218798,.016303154,.031915646,.02194475,.0091446498,.04129269,.0093531804,Archives,SNA1968
Bolivia,BOL,1970,Latin America & Caribbean,Developing countries,8310149120,.077622317,.12230449,.044990394,.051416032,.57960641,.42039365,.14268942,.046933837,.015136167,.03179767,.03062967,.01077432,.042372741,.011978867,Archives,SNA1968
Bolivia,BOL,1971,Latin America & Caribbean,Developing countries,8690777088,.06579414,.12792987,.039017264,.052064851,.59302032,.40697965,.12469278,.049148276,.014047655,.035100624,.026053607,.008572842,.032326337,.0085917162,Archives,SNA1968
Bolivia,BOL,1972,Latin America & Caribbean,Developing countries,9380392960,.057510845,.14024653,.033620536,.058259144,.58459473,.41540524,.12699518,.053327434,.016209779,.037117653,.019197527,.010948049,.035465874,.0080563044,Archives,SNA1968
Bolivia,BOL,1973,Latin America & Caribbean,Developing countries,9970043904,.059302289,.14767158,.0332224,.064942829,.5602212,.43977877,.14719994,.058797751,.020089306,.038708445,.015364364,.012788143,.051115617,.0091340775,Archives,SNA1968
Bolivia,BOL,1974,Latin America & Caribbean,Developing countries,10361175040,.05974419,.14771351,.033596154,.064649276,.56233341,.43766662,.1581509,.057812747,.020502986,.037309762,.01447916,.012019482,.064625502,.0092140296,Archives,SNA1968
Bolivia,BOL,1975,Latin America & Caribbean,Developing countries,11042784256,.0535588,.11828446,.030646235,.050602335,.57219791,.42780206,.14627199,.047153406,.017503543,.029649867,.014472255,.0092263175,.067662351,.0077576479,Archives,SNA1968
Bolivia,BOL,1976,Latin America & Caribbean,Developing countries,11530443776,.052189745,.10094014,.029965401,.042984087,.5741626,.4258374,.14862666,.041757006,.016413322,.025343688,.014819624,.0074957456,.077400945,.0071533341,Archives,SNA1968
Bolivia,BOL,1977,Latin America & Caribbean,Developing countries,12038021120,.047107384,.081177205,.027534163,.033729307,.58449781,.41550222,.1423611,.034095317,.014431477,.019663841,.01382842,.0053594294,.082917377,.0061605792,Archives,SNA1968
Bolivia,BOL,1978,Latin America & Caribbean,Developing countries,12281906176,.044855054,.058072712,.025815833,.0246496,.57553899,.42446098,.13498537,.026421687,.012357447,.014064239,.013403153,.003285628,.086736292,.0051386105,Archives,SNA1968
Bolivia,BOL,1979,Latin America & Caribbean,Developing countries,12293935104,.037101541,.035138018,.021757208,.014532266,.58642328,.41357669,.11904699,.018018425,.0097213686,.008297055,.011906218,.0012842676,.083931901,.0039061755,Archives,SNA1968
Bolivia,BOL,1980,Latin America & Caribbean,Developing countries,12121631744,.039127853,.025954831,.022856124,.010793589,.58413947,.4158605,.13007697,.015352636,.0098685417,.0054840944,.013411947,.0011512357,.09733694,.0028242224,Archives,SNA1968
Bolivia,BOL,1981,Latin America & Caribbean,Developing countries,12176854016,.039981365,.020476447,.022907361,.0087444475,.57295096,.42704907,.11587261,.012664839,.0084055476,.0042592902,.014244732,.00090276002,.085542716,.0025175684,Archives,SNA1968
Bolivia,BOL,1982,Latin America & Caribbean,Developing countries,11689874432,.026779421,.0098508252,.015264806,.0042356579,.57002002,.42998001,.065100327,.0064301151,.0044149966,.0020151194,.010502742,.00043221505,.046352495,.0013827611,Archives,SNA1968
Bolivia,BOL,1983,Latin America & Caribbean,Developing countries,11211251712,.04403672,.0049157026,.02488078,.0021383266,.56500077,.4349992,.053530596,.0035511637,.0025279336,.00102323,.021553066,.00022280386,.027376296,.00082726614,Archives,SNA1968
Bolivia,BOL,1984,Latin America & Caribbean,Developing countries,11210409984,.019206239,.0050381604,.012598237,.0017334041,.65594506,.34405497,.039151054,.0030162861,.0022314803,.0007848058,.010274121,.0001742989,.02492388,.00076247111,Archives,SNA1968
Bolivia,BOL,1985,Latin America & Caribbean,Developing countries,11025521664,.017484454,.0019847022,.010242791,.0008220186,.58582276,.4141773,.022911228,.0014270636,.001100152,.00032691169,.0083454065,.000074593489,.012671932,.00039223497,Archives,SNA1968
